a_single_date;year;month;day;week_of_year;quarter
2019/02/15;2019;2;15;6;1
2019/02/16;2019;2;16;7;1
2019/02/17;2019;2;17;1;1
2019/02/18;2019;2;18;2;1
2019/02/19;2019;2;19;3;1
2019/02/20;2019;2;20;4;1
2019/02/21;2019;2;21;5;1
2019/02/22;2019;2;22;6;1
2019/02/23;2019;2;23;7;1
2019/02/24;2019;2;24;1;1
2019/02/25;2019;2;25;2;1
2019/02/26;2019;2;26;3;1
2019/02/27;2019;2;27;4;1
2019/02/28;2019;2;28;5;1
2019/03/01;2019;3;1;6;1
2019/03/02;2019;3;2;7;1
2019/03/03;2019;3;3;1;1
2019/03/04;2019;3;4;2;1
2019/03/05;2019;3;5;3;1
2019/03/06;2019;3;6;4;1
2019/03/07;2019;3;7;5;1
2019/03/08;2019;3;8;6;1
2019/03/09;2019;3;9;7;1
2019/03/10;2019;3;10;1;1
2019/03/11;2019;3;11;2;1
2019/03/12;2019;3;12;3;1
2019/03/13;2019;3;13;4;1
2019/03/14;2019;3;14;5;1
2019/03/15;2019;3;15;6;1
2019/03/16;2019;3;16;7;1
2019/03/17;2019;3;17;1;1
2019/03/18;2019;3;18;2;1
2019/03/19;2019;3;19;3;1
2019/03/20;2019;3;20;4;1
2019/03/21;2019;3;21;5;1
2019/03/22;2019;3;22;6;1
2019/03/23;2019;3;23;7;1
2019/03/24;2019;3;24;1;1
2019/03/25;2019;3;25;2;1
2019/03/26;2019;3;26;3;1
2019/03/27;2019;3;27;4;1
2019/03/28;2019;3;28;5;1
2019/03/29;2019;3;29;6;1
2019/03/30;2019;3;30;7;1
2019/03/31;2019;3;31;1;1
2019/04/01;2019;4;1;2;2
2019/04/02;2019;4;2;3;2
2019/04/03;2019;4;3;4;2
2019/04/04;2019;4;4;5;2
2019/04/05;2019;4;5;6;2
2019/04/06;2019;4;6;7;2
2019/04/07;2019;4;7;1;2
2019/04/08;2019;4;8;2;2
2019/04/09;2019;4;9;3;2
2019/04/10;2019;4;10;4;2
2019/04/11;2019;4;11;5;2
2019/04/12;2019;4;12;6;2
2019/04/13;2019;4;13;7;2
2019/04/14;2019;4;14;1;2
2019/04/15;2019;4;15;2;2
2019/04/16;2019;4;16;3;2
2019/04/17;2019;4;17;4;2
2019/04/18;2019;4;18;5;2
2019/04/19;2019;4;19;6;2
2019/04/20;2019;4;20;7;2
2019/04/21;2019;4;21;1;2
2019/04/22;2019;4;22;2;2
2019/04/23;2019;4;23;3;2
2019/04/24;2019;4;24;4;2
2019/04/25;2019;4;25;5;2
2019/04/26;2019;4;26;6;2
2019/04/27;2019;4;27;7;2
2019/04/28;2019;4;28;1;2
2019/04/29;2019;4;29;2;2
2019/04/30;2019;4;30;3;2
2019/05/01;2019;5;1;4;2
2019/05/02;2019;5;2;5;2
2019/05/03;2019;5;3;6;2
2019/05/04;2019;5;4;7;2
2019/05/05;2019;5;5;1;2
2019/05/06;2019;5;6;2;2
2019/05/07;2019;5;7;3;2
2019/05/08;2019;5;8;4;2
2019/05/09;2019;5;9;5;2
2019/05/10;2019;5;10;6;2
2019/05/11;2019;5;11;7;2
2019/05/12;2019;5;12;1;2
2019/05/13;2019;5;13;2;2
2019/05/14;2019;5;14;3;2
2019/05/15;2019;5;15;4;2
2019/05/16;2019;5;16;5;2
2019/05/17;2019;5;17;6;2
2019/05/18;2019;5;18;7;2
2019/05/19;2019;5;19;1;2
2019/05/20;2019;5;20;2;2
